Date,IB_USD_TND,IB_EUR_TND,IB_GBP_TND,IB_JPY_TND,FIX_USD_Bid,FIX_USD_Ask,FIX_USD_Mid,FIX_EUR_Bid,FIX_EUR_Ask,FIX_EUR_Mid,EUR_USD,GBP_USD,USD_JPY,SPREAD_USD,SPREAD_EUR,ret_EUR_USD,ret_GBP_USD,ret_USD_JPY,ret_FIX_USD
2021-11-10,2.8462,3.2894,3.8348,24.9916,2.8339,2.8367,2.8353,3.2765,3.2798,3.27815,1.1478,1.3401,113.9,0.01089999999999991,0.011249999999999982,-0.009796775220437204,-0.011352375675829807,0.009261367189592029,0.0018710400318366904
2021-11-11,2.8617,3.2923,3.8227,25.0386,2.85,2.8528,2.8514,3.2684,3.2716,3.27,1.145,1.3371,114.05,0.010299999999999976,0.022299999999999986,-0.002442429685922093,-0.0022411484055629427,0.0013160782772603241,0.00566235005074045
2021-11-12,2.8662,3.2826,3.8219,25.0372,2.8533,2.8562,2.85475,3.2667,3.2699,3.2683,1.145,1.3413,113.85,0.01144999999999996,0.01429999999999998,0.0,0.0031362032874247547,-0.0017551562206490345,0.0011741718618969443
2021-11-15,2.8692,3.2819,3.8341,25.0517,2.853,2.8558,2.8544,3.2654,3.2687,3.26705,1.1367,1.3418,114.12,0.014800000000000146,0.01485000000000003,-0.007275309295675186,0.00037270322074317574,0.00236873383555114,-0.00012261019606718548
2021-11-16,2.8794,3.2707,3.8565,25.0471,2.866,2.8688,2.8674,3.2562,3.2595,3.25785,1.1319,1.3427,114.82,0.01200000000000001,0.01285000000000025,-0.004231691054290457,0.0006705159498746616,0.006115158394191411,0.0045440324264771625
2021-11-17,2.8926,3.2652,3.8686,25.0552,2.8754,2.8783,2.87685,3.2497,3.2529,3.2513,1.1319,1.348,114.07,0.01574999999999971,0.013900000000000023,0.0,0.003939500393589979,-0.006553389699684331,0.0032902497367877093
2021-11-18,2.8894,3.2729,3.8681,25.0957,2.8688,2.8716,2.8702,3.2529,3.2561,3.2545,1.1369,1.3488,114.24,0.019200000000000106,0.01839999999999975,0.0044076234966865385,0.0005932957753386203,0.0014892035514675328,-0.002314231812123646
2021-11-19,2.8939,3.2582,3.8678,25.282,2.8757,2.8785,2.8771,3.2472,3.2504,3.2488,1.1288,1.3452,113.98,0.016799999999999926,0.009399999999999853,-0.007150138596456648,-0.0026726073814765106,-0.002278504184419994,0.0024011286395753118
2021-11-22,2.9006,3.2588,3.8688,25.1819,2.8834,2.8863,2.88485,3.2441,3.2474,3.24575,1.1234,1.3396,114.86,0.01574999999999971,0.013049999999999784,-0.004795320440271977,-0.004171638946065037,0.007691001029296096,0.0026900631465158753
2021-11-23,2.9044,3.2694,3.8562,25.0911,2.8851,2.8879,2.8865,3.2457,3.2489,3.2473,1.1246,1.3374,115.12,0.017900000000000027,0.02210000000000001,0.001067615759769075,-0.0016436313001713665,0.0022610671429621476,0.0005717899780655067
2021-11-24,2.9192,3.2528,3.8618,25.0995,2.8936,2.8964,2.895,3.2405,3.2438,3.24215,1.1197,1.3325,115.41,0.0242,0.010650000000000048,-0.004366624591950169,-0.003670553579878444,0.002515942853201558,0.0029404155061074633
2021-11-25,2.9236,3.2485,3.8564,25.0594,2.8901,2.8929,2.8915,3.2435,3.2467,3.2451,1.1206,1.332,115.35,0.032099999999999795,0.0034000000000000696,0.0008034638650329801,-0.0003753049396651442,-0.000520020812551536,-0.0012097124088226163
2021-11-26,2.9166,3.2523,3.84,25.2872,2.8773,2.8801,2.8787,3.249,3.2522,3.2506,1.1317,1.334,113.31,0.037900000000000045,0.0017000000000000348,0.009856670840711651,0.0015003753752345639,-0.017843559227286754,-0.0044365952638023565
2021-11-29,2.9197,3.2525,3.8384,25.3234,2.8799,2.8827,2.8813,3.2472,3.2505,3.24885,1.1291,1.3311,113.52,0.03840000000000021,0.003649999999999931,-0.0023000717854193553,-0.0021762794225956283,0.0018516074593115661,0.0009027778390919838
2021-11-30,2.9039,3.2605,3.8241,25.4052,2.8648,2.8676,2.8662,3.2557,3.2589,3.2573,1.1336,1.3295,113.13,0.03770000000000007,0.0032000000000000917,0.0039775541899941536,-0.0012027363698989824,-0.0034414329134113686,-0.0052544705495916055
2021-12-01,2.9087,3.2604,3.8276,25.3735,2.8691,2.8719,2.8705,3.2534,3.2567,3.25505,1.1319,1.3277,112.75,0.038200000000000234,0.005349999999999966,-0.0015007727380962482,-0.0013548097812179916,-0.00336462155558781,0.0014991199837204316
2021-12-02,2.9156,3.2588,3.8189,25.4451,2.8688,2.8716,2.8702,3.2519,3.2551,3.2535,1.1299,1.3306,113.15,0.045399999999999885,0.005300000000000082,-0.0017685034231739033,0.0021818464059306653,0.0035413936967589876,-0.00010451687085999417
2021-12-03,2.923,3.2563,3.819,25.3676,2.8763,2.8791,2.8777,3.249,3.2522,3.2506,1.1313,1.3231,112.8,0.04530000000000012,0.005700000000000038,0.0012382807172206106,-0.005652500259421878,-0.0030980330155880864,0.002609650222314519
2021-12-06,2.9262,3.2605,3.8145,25.3972,2.8761,2.8789,2.8775,3.249,3.2522,3.2506,1.1285,1.3264,113.46,0.04870000000000019,0.00990000000000002,-0.0024780966748306626,0.0024910373326653135,0.005834012834462499,-6.950236310832025e-05
2021-12-07,2.9325,3.2822,3.8156,25.3922,2.8857,2.8885,2.8871,3.2439,3.2471,3.2455,1.1263,1.3242,113.57,0.045399999999999885,0.03670000000000018,-0.0019513932039395276,-0.0016600018902848124,0.0009690350051334562,0.0033306764995744143
2021-12-08,2.9254,3.2763,3.7997,25.262,2.8759,2.8788,2.87735,3.2524,3.2556,3.254,1.1342,1.3209,113.66,0.048049999999999926,0.022299999999999986,0.006989632526276823,-0.0024951810609279423,0.0007921489654210134,-0.003382806442156383
2021-12-09,2.9119,3.26,3.796,25.3569,2.8744,2.8773,2.87585,3.253,3.2562,3.2546,1.1292,1.3219,113.44,0.03605000000000036,0.005399999999999849,-0.004418139200593488,0.0007567731555362389,-0.0019374730851584587,-0.0005214489445835024
2021-12-10,2.9048,3.2546,3.8055,25.3667,2.8778,2.8807,2.87925,3.2501,3.2533,3.2517,1.1311,1.3269,113.38,0.02554999999999996,0.0028999999999999027,0.0016811931580011374,0.00377529895703671,-0.0005290538876598916,0.0011815608401444244
2021-12-13,2.9092,3.2574,3.845,25.3366,2.8776,2.8804,2.879,3.2495,3.2527,3.2511,1.1283,1.3216,113.56,0.030199999999999783,0.006299999999999972,-0.0024785353929349108,-0.004002270775677053,0.0015863227086132525,-8.683193684078105e-05
2021-12-14,2.91,3.2529,3.8066,25.3149,2.8764,2.8792,2.8778,3.2513,3.2546,3.25295,1.1257,1.3238,113.71,0.032200000000000006,-4.999999999988347e-05,-0.002307010783642219,0.0016632649181088088,0.0013200160318609377,-0.0004168982828587353
2021-12-15,2.9082,3.2622,3.8221,25.3291,2.8841,2.8869,2.8855,3.2476,3.2508,3.2492,1.1285,1.3263,114.02,0.022699999999999942,0.0129999999999999,0.002484252896832184,0.0018867218154847154,0.002722523966804502,0.0026720818217038644
2021-12-16,2.9039,3.2639,3.8318,25.2031,2.8712,2.8741,2.87265,3.2551,3.2583,3.2567,1.1328,1.3319,113.7,0.03125,0.007200000000000095,0.0038031266818649156,0.004213383706677676,-0.002810470846945634,-0.0044632464703426855
2021-12-17,2.9039,3.2639,3.8318,25.2031,2.8712,2.8741,2.87265,3.2551,3.2583,3.2567,1.1239,1.3242,113.67,,0.007200000000000095,-0.00788766441523403,-0.005797990716239154,-0.0002638870578710595,
2021-12-20,2.9088,3.2585,3.8114,25.3499,2.8786,2.8814,2.88,3.2513,3.2546,3.25295,1.1275,1.3207,113.58,0.028799999999999937,0.005550000000000388,0.0031980128526120505,-0.002646604440987077,-0.0007920792493329998,
2021-12-21,2.9043,3.2556,3.8174,25.2994,2.8797,2.8825,2.8811,3.2501,3.2534,3.25175,1.1283,1.3265,114.08,0.02320000000000011,0.003849999999999909,0.0007092827675670987,0.004381995528035698,0.0043925222166993905,0.00038187152223279064
2021-12-22,2.9012,3.2607,3.8312,25.1864,2.8754,2.8782,2.8768,3.2525,3.2557,3.2541,1.1324,1.3348,114.11,0.024399999999999977,0.006599999999999717,0.0036271990933441356,0.006237573299424537,0.00026293878060279496,-0.0014936003749232984
2021-12-23,2.9031,3.2661,3.8473,25.1541,2.8746,2.8774,2.876,3.2527,3.256,3.25435,1.1328,1.3404,114.37,0.027099999999999902,0.011749999999999705,0.00035316970171074547,0.00418660898593648,0.0022759113465369296,-0.0002781254363637409
2021-12-24,2.8987,3.2625,3.8539,25.1253,2.8737,2.8765,2.8751,3.2529,3.2561,3.2545,1.1317,1.3385,114.41,0.02359999999999962,0.008000000000000007,-0.0009715169675595103,-0.0014184929027481474,0.0003496809197267581,-0.0003129836056916524
2021-12-27,2.9012,3.2803,3.8604,25.0473,2.874,2.8769,2.87545,3.2531,3.2564,3.25475,1.1325,1.3437,114.83,0.02574999999999994,0.02554999999999996,0.0007066513852932998,0.0038774189209567766,0.003664286075245826,0.0001217274870861651
2021-12-28,2.9011,3.277,3.8654,25.0356,2.8744,2.8773,2.87585,3.2526,3.2558,3.2542,1.1309,1.3434,114.81,0.025250000000000217,0.022800000000000153,-0.0014138024799078275,-0.00022328904859991727,-0.0001741856823773702,0.00013909898654040909
2021-12-29,2.906,3.2788,3.8656,25.024,2.873,2.8758,2.8744,3.2535,3.2567,3.2551,1.1348,1.3486,114.94,0.03160000000000007,0.023699999999999832,0.00344264805741501,0.0038633034677174605,0.0011316649738750684,-0.0005043259095631747
2021-12-30,2.9046,3.2784,3.878,24.9708,2.876,2.8788,2.8774,3.2513,3.2546,3.25295,1.1323,1.3494,115.06,0.02719999999999967,0.025450000000000195,-0.002205461614702392,0.0005930318928433764,0.0010434783555517413,0.0010431518036235765
2021-12-31,2.8865,3.282,3.8709,24.9482,2.8721,2.875,2.87355,3.2544,3.2577,3.25605,1.1368,1.3529,115.08,0.012950000000000017,0.025949999999999918,0.003966335462896986,0.0025903874159896034,0.0001738072482000419,-0.0013389094237130639
2022-01-03,2.9015,3.2888,3.8712,24.9182,2.8692,2.872,2.8706,3.2564,3.2596,3.258,1.1294,1.3471,115.32,0.030899999999999928,0.03080000000000016,-0.006530779544154625,-0.004296302904792271,0.0020833340868540162,-0.0010271320419397156
2022-01-04,2.9057,3.2801,3.8928,24.7664,2.8802,2.883,2.8816,3.2503,3.2536,3.25195,1.1285,1.3532,116.14,0.024099999999999788,0.02815000000000012,-0.0007972009811458569,0.004518024202031123,0.007085487173702276,0.0038246282844118795
2022-01-05,2.9016,3.2778,3.8928,24.8184,2.8726,2.8754,2.874,3.2537,3.257,3.25535,1.1313,1.3554,116.1,0.02760000000000007,0.02245000000000008,0.0024780966748306626,0.0016244557954591676,-0.0003444712400577643,-0.0026409077827214134
2022-01-06,2.9029,3.2835,3.8918,24.8232,2.8744,2.8772,2.8758,3.2528,3.256,3.2544,1.1291,1.3528,115.82,0.027099999999999902,0.029100000000000126,-0.0019465587459446126,-0.0019200951176420178,-0.0024146269062024217,0.0006261087546701738
2022-01-07,2.901,3.2761,3.8949,24.8317,2.8729,2.8757,2.8743,3.2532,3.2565,3.25485,1.1359,1.3585,115.55,0.026699999999999946,0.021250000000000213,0.006004433050899344,0.004204631282031912,-0.002333925077254051,-0.0005217300687032633
2022-01-10,2.892,3.2821,3.8986,24.9461,2.8789,2.8817,2.8803,3.2508,3.254,3.2524,1.1324,1.3575,115.2,0.011699999999999822,0.029699999999999616,-0.0030860139996312236,-0.0007363770583119766,-0.0030335884585985795,0.002085289046750649
2022-01-11,2.8933,3.28,3.902,24.849,2.8736,2.8765,2.87505,3.2545,3.2578,3.25615,1.1364,1.3635,115.28,0.0182500000000001,0.023849999999999927,0.0035260967422883344,0.004410150477552666,0.0006942034294752375,-0.001824389987116204
2022-01-12,2.8858,3.2842,3.913,24.8415,2.8688,2.8716,2.8702,3.2611,3.2643,3.2627,1.1442,1.3701,114.63,0.015600000000000058,0.02149999999999963,0.006840331854395532,0.004828806573419886,-0.005654401564347822,-0.0016883516477401717
2022-01-13,2.8685,3.3005,3.912,24.9414,2.8521,2.855,2.85355,3.2697,3.2729,3.2713,1.1453,1.3705,114.17,0.014950000000000241,0.029199999999999893,0.0009609085692420805,0.00029190688377750407,-0.004020984438682262,-0.005817880572598577
2022-01-14,2.8691,3.288,3.9117,25.1483,2.8552,2.858,2.8566,3.2686,3.2718,3.2702,1.1414,1.3673,114.2,0.012500000000000178,0.017799999999999816,-0.0034110323010628496,-0.002337644427804597,0.0002627315336738434,0.0010682732642950388
2022-01-17,2.8778,3.2808,3.9117,25.0143,2.865,2.8678,2.8664,3.2675,3.2708,3.26915,1.1407,1.3645,114.6,0.011400000000000077,0.011650000000000382,-0.0006134700687554784,-0.00204993116664276,0.0034965070587293923,0.0034247805622160676
2022-01-18,2.8817,3.2821,3.9018,25.0465,2.8727,2.8755,2.8741,3.2638,3.267,3.2654,1.1325,1.3594,114.61,0.007600000000000051,0.016699999999999715,-0.0072145306766630835,-0.003744635235855387,8.725622796834642e-05,0.0026826947541080948
2022-01-19,2.8882,3.275,3.919,25.1022,2.8749,2.8778,2.87635,3.2602,3.2634,3.2618,1.1341,1.3606,114.32,0.011849999999999916,0.013199999999999878,0.0014118064640957495,0.000882352998422653,-0.0025335268869959293,0.0007825474927427578
2022-01-20,2.8849,3.2744,3.9169,25.184,2.8726,2.8754,2.874,3.2607,3.2639,3.2623,1.131,1.3595,114.09,0.01089999999999991,0.012099999999999778,-0.002737187705164429,-0.0008087938384350735,-0.002013923013334029,-0.0008173415986245658
2022-01-21,2.8849,3.2729,3.8999,25.2565,2.8733,2.8761,2.8747,3.2609,3.2642,3.26255,1.134,1.3554,113.68,0.010200000000000209,0.01034999999999986,0.0026490081715768443,-0.003020371370512809,-0.0036001268194327807,0.00024353332178028708
2022-01-24,2.8872,3.2681,3.883,25.3527,2.8826,2.8854,2.884,3.2563,3.2596,3.25795,1.1323,1.3485,113.92,0.0032000000000000917,0.010149999999999881,-0.0015002429677033746,-0.005103750122227857,0.002108963874820624,0.003229898444089052
2022-01-25,2.8881,3.2616,3.8869,25.3346,2.8865,2.8893,2.8879,3.2541,3.2573,3.2557,1.1299,1.3496,113.86,0.00019999999999997797,0.005900000000000016,-0.0021218291047934434,0.0008153886519737807,-0.000526824140729687,0.0013513749696010269
2022-01-26,2.8885,3.2599,3.8955,25.2326,2.8832,2.886,2.8846,3.2563,3.2595,3.2579,1.1237,1.3461,114.63,0.0039000000000002366,0.002000000000000224,-0.005502321301343871,-0.002596729581711088,0.006739926603982482,-0.0011433522250308137
2022-01-27,2.9043,3.26,3.8925,25.2068,2.9084,2.9114,2.9099,3.2435,3.2468,3.24515,1.1143,1.3385,115.34,-0.005599999999999827,0.014849999999999586,-0.008400406860848308,-0.005661938689640156,0.006174738060348517,0.008732474164495185
2022-01-28,2.9146,3.2454,3.9055,25.2225,2.9097,2.9127,2.9112,3.2461,3.2494,3.24775,1.1143,1.3404,115.24,0.0034000000000000696,-0.002349999999999852,0.0,0.0014184929027481474,-0.000867377970939387,0.00044665098404506054
2022-01-31,2.9074,3.2515,3.9034,25.1846,2.9076,2.9106,2.9091,3.248,3.2512,3.2496,1.1233,1.3445,115.1,-0.0017000000000000348,0.0019000000000000128,0.008044376594515235,0.0030541198457639807,-0.0012155944884906233,-0.0007216123193398705
2022-02-01,2.8969,3.2589,3.9022,25.2125,2.8915,2.8943,2.8929,3.258,3.2612,3.2596,1.1269,1.352,114.71,0.0040000000000000036,-0.0006999999999997009,0.003199718310780114,0.005562780893990094,-0.0033941114346607293,-0.005584295794161864
2022-02-02,2.8891,3.2684,3.9104,25.2084,2.8822,2.885,2.8836,3.2623,3.2655,3.2639,1.1303,1.3577,114.44,0.00550000000000006,0.0045000000000001705,0.0030125842383818546,0.004207114003326018,-0.002356536111266294,-0.003219945654024947
2022-02-03,2.8876,3.2687,3.9035,25.0207,2.8745,2.8773,2.8759,3.2696,3.2728,3.2712,1.1438,1.3595,114.95,0.011699999999999822,-0.0024999999999999467,0.011872968284530244,0.0013248934662898892,0.004446583027280404,-0.0026738448085981137
2022-02-04,2.8644,3.2869,3.8777,24.8641,2.8657,2.8685,2.8671,3.279,3.2822,3.2806,1.1446,1.3529,115.2,-0.0027000000000003688,0.006299999999999972,0.0006991784937862011,-0.004866548463210829,0.002172497052600697,-0.0030646027815814936
2022-02-07,2.867,3.2765,3.8736,24.9043,2.8666,2.8694,2.868,3.2784,3.2816,3.28,1.1442,1.3534,115.12,-0.0009999999999998899,-0.0034999999999998366,-0.00034952814057348514,0.00036950818881054115,-0.0006946856826788306,0.00031385677926709654
2022-02-08,2.8702,3.2756,3.8884,24.8729,2.8712,2.874,2.8726,3.2757,3.279,3.27735,1.1414,1.3541,115.54,-0.0023999999999997357,-0.0017500000000003624,-0.002450123731820769,0.0005170821906533285,0.003641727774007286,0.001602620278211342
2022-02-09,2.8704,3.2781,3.8943,24.866,2.8694,2.8722,2.8708,3.2806,3.2838,3.2822,1.1422,1.3532,115.49,-0.00039999999999995595,-0.004100000000000215,0.0007006481281549293,-0.000664869082225017,-0.00043284422612366313,-0.0006268064418053498
2022-02-10,2.8731,3.2842,3.8954,24.759,2.8791,2.8819,2.8805,3.278,3.2812,3.2796,1.1427,1.3555,116.0,-0.007400000000000073,0.0045999999999999375,0.00043765592190547764,0.001698232032166791,0.004406244979368701,0.0033731536165209075
2022-02-11,2.8771,3.2802,3.9047,24.8223,2.8764,2.8792,2.8778,3.2777,3.2809,3.2793,1.1349,1.356,115.41,-0.000700000000000145,0.0008999999999996788,-0.006849341845574841,0.00036879956162078065,-0.005099185674050766,-0.0009377768431206857
2022-02-14,2.8897,3.2756,3.9085,25.0045,2.8889,2.8917,2.8903,3.2682,3.2714,3.2698,1.1305,1.3526,115.53,-0.0005999999999999339,0.005799999999999805,-0.003884528589068667,-0.00251052335950136,0.0010392310626130552,0.0043341896180406625
2022-02-15,2.8874,3.2759,3.9054,24.9369,2.8827,2.8855,2.8841,3.2727,3.2759,3.2743,1.1356,1.3533,115.62,0.0032999999999998586,0.0015999999999998238,0.0045011328807914724,0.0005173879416203175,0.0007787151594031982,-0.00214741007984931
2022-02-16,2.8806,3.278,3.9038,24.9548,2.8814,2.8842,2.8828,3.2733,3.2765,3.2749,1.1373,1.3583,115.46,-0.002200000000000202,0.0030999999999998806,0.0014958865915827568,0.003687863745985176,-0.0013848020215423418,-0.0004508488172225711
2022-02-17,2.8826,3.2755,3.9198,25.0107,2.8781,2.8809,2.8795,3.2727,3.2759,3.2743,1.136,1.3614,114.93,0.0030999999999998806,0.0011999999999998678,-0.001143711909302264,0.0022796641854059274,-0.004600902252120065,-0.001145376103558915
2022-02-18,2.8792,3.2761,3.921,25.045,2.8828,2.8856,2.8842,3.2696,3.2728,3.2712,1.1321,1.359,115.0,-0.004999999999999893,0.0049000000000001265,-0.0034390051970327323,-0.001764446862707325,0.0006088809825826047,0.001630897181242874
2022-02-21,2.8808,3.2695,3.9232,25.0917,2.8819,2.8847,2.8833,3.2692,3.2725,3.27085,1.131,1.3598,114.74,-0.002500000000000391,-0.0013499999999999623,-0.0009721179679433728,0.0005884949412154894,-0.0022634291895249348,-0.00031209363062156825
2022-02-22,2.8876,3.2683,3.908,25.0545,2.8844,2.8872,2.8858,3.2703,3.2735,3.2719,1.1325,1.3582,115.08,0.0017999999999998018,-0.0036000000000000476,0.0013253812410686794,-0.0011773364126680952,0.0029588395096222797,0.0008666863658071122
2022-02-23,2.8831,3.2687,3.9215,25.0583,2.8822,2.885,2.8836,3.271,3.2742,3.2726,1.1309,1.3542,114.97,-0.0004999999999997229,-0.0039000000000002366,-0.0014138024799078275,-0.002949419628146044,-0.0009563139176984592,-0.0007626443327319876
2022-02-24,2.907,3.2543,3.8921,25.3578,2.9167,2.9197,2.9182,3.2522,3.2554,3.2538,1.1191,1.3375,115.52,-0.011200000000000099,0.000500000000000167,-0.010488985053299843,-0.01240867428138348,0.004772450378866644,0.011927474299498586
2022-02-25,2.9112,3.2595,3.8882,25.1473,2.9048,2.9078,2.9063,3.2601,3.2633,3.2617,1.1267,1.3405,115.56,0.0049000000000001265,-0.0021999999999997577,0.006768215346138792,0.002240478905852439,0.00034620045351907436,-0.004086193341172661
2022-02-28,2.9147,3.2617,3.8963,25.2056,2.907,2.91,2.9085,3.2603,3.2635,3.2619,1.1219,1.3419,114.99,0.006199999999999761,-0.00019999999999997797,-0.004269329619201345,0.0010438414308981958,-0.004944707537461568,0.0007566898620667839
2022-03-01,2.9126,3.2618,3.9063,25.3739,2.9155,2.9185,2.917,3.2526,3.2558,3.2542,1.1126,1.3321,114.89,-0.0043999999999999595,0.007600000000000051,-0.00832405790972604,-0.007329875749495063,-0.0008700191952994984,0.0029182065169051086
2022-03-02,2.9314,3.2526,3.9055,25.358,2.9261,2.9291,2.9276,3.2471,3.2504,3.24875,1.1121,1.3403,115.5,0.0038000000000000256,0.003850000000000353,-0.00044949881639651246,0.006136825127033896,0.0052953810965741255,0.0036272838593507384
2022-03-03,2.9347,3.2503,3.9184,25.306,2.9277,2.9307,2.9292,3.2457,3.249,3.24735,1.1064,1.3346,115.46,0.00550000000000006,0.00295000000000023,-0.005138618474247861,-0.004261848014944836,-0.000346380329060203,0.0005463734598425418
2022-03-04,2.9552,3.2411,3.9146,25.6481,2.9599,2.9628,2.96135,3.225,3.2283,3.22665,1.0926,1.3225,114.78,-0.006149999999999878,0.014450000000000074,-0.01255132438893121,-0.00910773673705173,-0.0059068969525712944,0.010915897238908512
2022-03-07,2.9755,3.2325,3.8992,25.6454,2.956,2.9589,2.95745,3.2285,3.2318,3.23015,1.0852,1.3102,115.29,0.018049999999999677,0.002349999999999852,-0.00679587517684066,-0.00934408743467846,0.004433440564645785,-0.00131783488694448
2022-03-08,2.972,3.2397,3.8784,25.5747,2.9586,2.9615,2.96005,3.2302,3.2334,3.2318,1.0899,1.3103,115.66,0.011950000000000127,0.00790000000000024,0.004321647110489407,7.632131276358312e-05,0.003204159485210134,0.0008787495284530156
2022-03-09,2.967,3.2544,3.8709,25.4036,2.9395,2.9425,2.941,3.2446,3.2479,3.24625,1.1075,1.3179,115.82,0.026000000000000245,0.008150000000000102,0.016019274024024602,0.005783442039304032,0.0013824090675713663,-0.006456500513336572
2022-03-10,2.957,3.2594,3.8691,25.3187,2.9393,2.9423,2.9408,3.2474,3.2506,3.249,1.0983,1.3083,116.13,0.016199999999999992,0.010399999999999743,-0.008341693124990376,-0.007310976133013181,0.0026729914600229776,-6.800639262727337e-05
2022-03-11,2.9687,3.2683,3.8633,25.2399,2.9509,2.9538,2.95235,3.243,3.2462,3.2446,1.0909,1.3036,117.28,0.016350000000000087,0.023699999999999832,-0.006760486190589207,-0.0035989165534239254,0.00985398488067446,0.003919810216513886
2022-03-14,2.9723,3.2497,3.8632,25.0881,2.96,2.9629,2.96145,3.2403,3.2435,3.2419,1.0939,1.3,118.18,0.010850000000000026,0.007800000000000029,0.0027462485220341587,-0.0027654035137784083,0.007644647779187608,0.0030775498604658225
2022-03-15,2.9702,3.2566,3.8591,25.0339,2.9511,2.954,2.95255,3.246,3.2493,3.24765,1.0951,1.3038,118.28,0.017650000000000166,0.008950000000000014,0.0010963911559682266,0.0029188130408108748,0.0008458090667478046,-0.0030098095092061516
2022-03-16,2.9746,3.2635,3.8637,24.9053,2.9474,2.9503,2.94885,3.2492,3.2525,3.25085,1.1032,1.3145,118.72,0.02574999999999994,0.012650000000000272,0.007369364197378575,0.008173287679496932,0.0037130844347936787,-0.0012539399074160684
2022-03-17,2.9618,3.2604,3.854,24.746,2.9369,2.9399,2.9384,3.2571,3.2603,3.2587,1.1089,1.3146,118.59,0.023400000000000087,0.0017000000000000348,0.005153485480078157,7.607165953993356e-05,-0.0010956134423665276,-0.0035500483162675955
2022-03-18,2.9586,3.2717,3.8768,24.7319,2.9479,2.9508,2.94935,3.2536,3.2568,3.2552,1.1055,1.318,119.17,0.009250000000000203,0.01650000000000018,-0.003070811661669254,0.0025829992329767237,0.0048788791260108155,0.0037195915671568436
2022-03-21,2.9677,3.2705,3.8882,24.7386,2.9479,2.9509,2.9494,3.2557,3.259,3.25735,1.1014,1.3165,119.47,0.018299999999999983,0.013149999999999995,-0.0037156234691198553,-0.001138736126088502,0.0025142487264178115,1.695274422597315e-05
2022-03-22,2.9746,3.2618,3.9111,24.4356,2.9507,2.9536,2.95215,3.2561,3.2593,3.2577,1.1027,1.3263,120.8,0.02245000000000008,0.004100000000000215,0.0011796199362517634,0.007416410563943154,0.01107099167158232,0.0009319586207154895
2022-03-23,2.9743,3.2677,3.9038,24.5397,2.9623,2.9652,2.96375,3.2493,3.2526,3.25095,1.1004,1.3203,121.15,0.010549999999999837,0.016750000000000043,-0.0020879677142133096,-0.004534127015151768,0.0028931617618201955,0.003921639942059407
2022-03-24,2.9783,3.2701,3.905,24.317,2.9624,2.9653,2.96385,3.2521,3.2554,3.25375,1.0996,1.3183,122.33,0.014450000000000074,0.016349999999999643,-0.000727272759328948,-0.0015159557212311991,0.009692863796289863,3.3740468320830885e-05
2022-03-25,2.9783,3.2744,3.9019,24.2625,2.9594,2.9623,2.96085,3.2547,3.258,3.25635,1.0981,1.3188,122.06,0.017449999999999743,0.01805000000000012,-0.0013650636874229377,0.000379204433651692,-0.0022095839424753905,-0.0010127095908298855
2022-03-28,2.9842,3.276,3.8824,23.9908,2.9682,2.9712,2.9697,3.2558,3.2591,3.25745,1.0978,1.3084,123.91,0.014499999999999957,0.018549999999999844,-0.0002732364878786919,-0.007917215533347122,0.01504276851205244,0.0029845483367649805
2022-03-29,2.9745,3.2829,3.8641,23.9608,2.9398,2.9428,2.9413,3.273,3.2762,3.2746,1.1085,1.3084,122.84,0.033199999999999896,0.008300000000000196,0.009699572940577258,0.0,-0.00867280005577964,-0.009609277121779503
2022-03-30,2.9631,3.3027,3.8631,24.0703,2.9359,2.9389,2.9374,3.2736,3.2768,3.2752,1.1156,1.3131,121.8,0.025700000000000056,0.027500000000000302,0.006384626696967627,0.0035857372007304655,-0.008502340296825395,-0.0013268241523298752
2022-03-31,2.9591,3.2997,3.8685,24.2245,2.9472,2.9502,2.9487,3.265,3.2682,3.2666,1.1065,1.3133,121.66,0.010399999999999743,0.03310000000000013,-0.008190496262229438,0.00015229972615488085,-0.0011500863832374364,0.003839558920931463
2022-04-01,2.9778,3.2907,3.87,24.0428,2.9552,2.9581,2.95665,3.2631,3.2664,3.26475,1.1053,1.3112,122.49,0.021150000000000002,0.02595000000000036,-0.0010850891741947255,-0.0016003051614942865,0.006799125107034953,0.002692475400354777
2022-04-04,2.9813,3.2859,3.8816,24.1245,2.9611,2.9641,2.9626,3.2578,3.2611,3.25945,1.097,1.3113,122.78,0.01869999999999994,0.02644999999999964,-0.007537610041679438,7.626310775854517e-05,0.0023647419997558927,0.0020103905069037697
2022-04-05,2.9869,3.2704,3.8947,24.1408,2.9675,2.9704,2.96895,3.2529,3.2562,3.25455,1.0903,1.3068,123.6,0.01794999999999991,0.01584999999999992,-0.006126293562894111,-0.003437610810463343,0.006656409024240695,0.002141093786901971
2022-04-06,2.9985,3.2639,3.8951,24.0247,2.9775,2.9804,2.97895,3.2493,3.2526,3.25095,1.0893,1.3068,123.79,0.019549999999999734,0.012950000000000017,-0.0009175996239363798,0.0,0.0015360365201280146,0.003362534481816004
2022-04-07,3.0032,3.2569,3.8976,24.0293,2.9771,2.98,2.97855,3.2492,3.2524,3.2508,1.0878,1.3073,123.92,0.024650000000000283,0.006099999999999994,-0.0013779800995392666,0.0003825408408992259,0.0010496145648941635,-0.00013428451551877885
